"site_name","location","season","common_name","total_observed"
Perry Sharon North,POINT (-83.04 39.975),Spring 2021,Gray Catbird,14
Perry Sharon North,POINT (-83.04 39.975),Spring 2021,Great Blue Heron,7
Perry Sharon North,POINT (-83.04 39.975),Spring 2021,Great Crested Flycatcher,3
Perry Sharon North,POINT (-83.04 39.975),Spring 2021,Great Egret,9
Perry Sharon North,POINT (-83.04 39.975),Spring 2021,House Finch,54
Perry Sharon North,POINT (-83.04 39.975),Spring 2021,House Sparrow,173
Perry Sharon North,POINT (-83.04 39.975),Spring 2021,House Wren,13
Perry Sharon North,POINT (-83.04 39.975),Spring 2021,Indigo Bunting,4
Perry Sharon North,POINT (-83.04 39.975),Spring 2021,Killdeer,7
Perry Sharon North,POINT (-83.04 39.975),Spring 2021,Least Flycatcher,1
Perry Sharon North,POINT (-83.04 39.975),Spring 2021,Mallard,18
Perry Sharon North,POINT (-83.04 39.975),Spring 2021,Merlin,6
Perry Sharon North,POINT (-83.04 39.975),Spring 2021,Mourning Dove,48
Perry Sharon North,POINT (-83.04 39.975),Spring 2021,new world flycatcher sp.,1
Perry Sharon North,POINT (-83.04 39.975),Spring 2021,Northern Cardinal,49
Perry Sharon North,POINT (-83.04 39.975),Spring 2021,Northern Mockingbird,1
Perry Sharon North,POINT (-83.04 39.975),Spring 2021,Northern Rough-winged Swallow,2
Perry Sharon North,POINT (-83.04 39.975),Spring 2021,Osprey,2
Perry Sharon North,POINT (-83.04 39.975),Spring 2021,Philadelphia Vireo,1
Perry Sharon North,POINT (-83.04 39.975),Spring 2021,Red-bellied Woodpecker,8
Perry Sharon North,POINT (-83.04 39.975),Spring 2021,Red-eyed Vireo,6
Perry Sharon North,POINT (-83.04 39.975),Spring 2021,Red-tailed Hawk,3
Perry Sharon North,POINT (-83.04 39.975),Spring 2021,Red-winged Blackbird,18
Perry Sharon North,POINT (-83.04 39.975),Spring 2021,Rock Pigeon,32
Perry Sharon North,POINT (-83.04 39.975),Spring 2021,Ruby-throated Hummingbird,3
Perry Sharon North,POINT (-83.04 39.975),Spring 2021,Song Sparrow,17
Perry Sharon North,POINT (-83.04 39.975),Spring 2021,Spotted Sandpiper,1
Perry Sharon North,POINT (-83.04 39.975),Spring 2021,Tree Swallow,8
Perry Sharon North,POINT (-83.04 39.975),Spring 2021,Tufted Titmouse,3
Perry Sharon North,POINT (-83.04 39.975),Spring 2021,Turkey Vulture,19
Perry Sharon North,POINT (-83.04 39.975),Spring 2021,Warbling Vireo,5
Perry Sharon North,POINT (-83.04 39.975),Spring 2021,White-breasted Nuthatch,8
Perry Sharon North,POINT (-83.04 39.975),Spring 2021,Willow Flycatcher,2
Perry Sharon North,POINT (-83.04 39.975),Spring 2021,Yellow-billed Cuckoo,1
Perry Sharon North,POINT (-83.04 39.975),Spring 2021,Yellow-rumped Warbler,1
Perry Sharon North,POINT (-83.04 39.975),Spring 2021,Yellow-throated Warbler,1
Perry Sharon North,POINT (-83.04 39.975),Spring 2021,Yellow Warbler,11
Prairie North,POINT (-83.13 39.96),Spring 2021,Blue Jay,2
Prairie North,POINT (-83.13 39.96),Spring 2021,Cedar Waxwing,12
Prairie North,POINT (-83.13 39.96),Spring 2021,Chimney Swift,12
Prairie North,POINT (-83.13 39.96),Spring 2021,Chipping Sparrow,4
Prairie North,POINT (-83.13 39.96),Spring 2021,Common Grackle,4
Prairie North,POINT (-83.13 39.96),Spring 2021,European Starling,32
Prairie North,POINT (-83.13 39.96),Spring 2021,Great Egret,6
Prairie North,POINT (-83.13 39.96),Spring 2021,House Finch,4
Prairie North,POINT (-83.13 39.96),Spring 2021,House Sparrow,20
Prairie North,POINT (-83.13 39.96),Spring 2021,Mourning Dove,2
Prairie North,POINT (-83.13 39.96),Spring 2021,Northern Cardinal,2
Prairie North,POINT (-83.13 39.96),Spring 2021,Red-winged Blackbird,6
Prairie North,POINT (-83.13 39.96),Spring 2021,Tree Swallow,4
Prairie North,POINT (-83.13 39.96),Spring 2021,Willow Flycatcher,2
Reynoldsburg Northwest,POINT (-82.81 39.97),Spring 2021,American Robin,6
Reynoldsburg Northwest,POINT (-82.81 39.97),Spring 2021,Bald Eagle,3
Reynoldsburg Northwest,POINT (-82.81 39.97),Spring 2021,Blue Jay,3
Reynoldsburg Northwest,POINT (-82.81 39.97),Spring 2021,Canada Goose,3
Reynoldsburg Northwest,POINT (-82.81 39.97),Spring 2021,Carolina Wren,3
Reynoldsburg Northwest,POINT (-82.81 39.97),Spring 2021,Cedar Waxwing,60
Reynoldsburg Northwest,POINT (-82.81 39.97),Spring 2021,Common Grackle,3
Reynoldsburg Northwest,POINT (-82.81 39.97),Spring 2021,Downy Woodpecker,3
Reynoldsburg Northwest,POINT (-82.81 39.97),Spring 2021,Eastern Bluebird,6
Reynoldsburg Northwest,POINT (-82.81 39.97),Spring 2021,European Starling,6
Reynoldsburg Northwest,POINT (-82.81 39.97),Spring 2021,Gray Catbird,3
Reynoldsburg Northwest,POINT (-82.81 39.97),Spring 2021,House Finch,3
Reynoldsburg Northwest,POINT (-82.81 39.97),Spring 2021,House Sparrow,9
Reynoldsburg Northwest,POINT (-82.81 39.97),Spring 2021,House Wren,3
Reynoldsburg Northwest,POINT (-82.81 39.97),Spring 2021,Mourning Dove,3
Reynoldsburg Northwest,POINT (-82.81 39.97),Spring 2021,Northern Cardinal,3
Reynoldsburg Northwest,POINT (-82.81 39.97),Spring 2021,Red-bellied Woodpecker,3
Reynoldsburg Northwest,POINT (-82.81 39.97),Spring 2021,Ruby-throated Hummingbird,3
Reynoldsburg Northwest,POINT (-82.81 39.97),Spring 2021,Song Sparrow,3
Whitehall East,POINT (-82.86 39.965),Spring 2021,Acadian Flycatcher,6
Whitehall East,POINT (-82.86 39.965),Spring 2021,American Crow,4
Whitehall East,POINT (-82.86 39.965),Spring 2021,American Goldfinch,52
Whitehall East,POINT (-82.86 39.965),Spring 2021,American Redstart,2
Whitehall East,POINT (-82.86 39.965),Spring 2021,American Robin,62
Whitehall East,POINT (-82.86 39.965),Spring 2021,Bald Eagle,2
Whitehall East,POINT (-82.86 39.965),Spring 2021,Baltimore Oriole,6
Whitehall East,POINT (-82.86 39.965),Spring 2021,Blue-gray Gnatcatcher,4
Whitehall East,POINT (-82.86 39.965),Spring 2021,Blue Jay,38
Whitehall East,POINT (-82.86 39.965),Spring 2021,Brown-headed Cowbird,64
Whitehall East,POINT (-82.86 39.965),Spring 2021,Canada Goose,2
Whitehall East,POINT (-82.86 39.965),Spring 2021,Carolina Chickadee,16
Whitehall East,POINT (-82.86 39.965),Spring 2021,Carolina Wren,4
Whitehall East,POINT (-82.86 39.965),Spring 2021,Cedar Waxwing,2
Whitehall East,POINT (-82.86 39.965),Spring 2021,Chimney Swift,10
Whitehall East,POINT (-82.86 39.965),Spring 2021,Chipping Sparrow,26
Whitehall East,POINT (-82.86 39.965),Spring 2021,Common Grackle,2
Whitehall East,POINT (-82.86 39.965),Spring 2021,Common Yellowthroat,4
Whitehall East,POINT (-82.86 39.965),Spring 2021,Downy Woodpecker,14
Whitehall East,POINT (-82.86 39.965),Spring 2021,Eastern Bluebird,46
Whitehall East,POINT (-82.86 39.965),Spring 2021,Eastern Wood-Pewee,4
Whitehall East,POINT (-82.86 39.965),Spring 2021,European Starling,38
Whitehall East,POINT (-82.86 39.965),Spring 2021,Gray Catbird,4
Whitehall East,POINT (-82.86 39.965),Spring 2021,Great Crested Flycatcher,2
Whitehall East,POINT (-82.86 39.965),Spring 2021,Hooded Merganser,4
Whitehall East,POINT (-82.86 39.965),Spring 2021,House Finch,114
Whitehall East,POINT (-82.86 39.965),Spring 2021,House Sparrow,118
Whitehall East,POINT (-82.86 39.965),Spring 2021,House Wren,8
Whitehall East,POINT (-82.86 39.965),Spring 2021,Indigo Bunting,6
Whitehall East,POINT (-82.86 39.965),Spring 2021,Least Flycatcher,2
Whitehall East,POINT (-82.86 39.965),Spring 2021,Mallard,2
Whitehall East,POINT (-82.86 39.965),Spring 2021,Mourning Dove,110
Whitehall East,POINT (-82.86 39.965),Spring 2021,Northern Cardinal,58
Whitehall East,POINT (-82.86 39.965),Spring 2021,Northern Flicker,2
Whitehall East,POINT (-82.86 39.965),Spring 2021,Northern Parula,2
Whitehall East,POINT (-82.86 39.965),Spring 2021,Northern Rough-winged Swallow,2
Whitehall East,POINT (-82.86 39.965),Spring 2021,Orchard Oriole,2
Whitehall East,POINT (-82.86 39.965),Spring 2021,Red-bellied Woodpecker,20
Whitehall East,POINT (-82.86 39.965),Spring 2021,Red-eyed Vireo,2
Whitehall East,POINT (-82.86 39.965),Spring 2021,Red-tailed Hawk,2
Whitehall East,POINT (-82.86 39.965),Spring 2021,Red-winged Blackbird,30
Whitehall East,POINT (-82.86 39.965),Spring 2021,Ruby-throated Hummingbird,40
Whitehall East,POINT (-82.86 39.965),Spring 2021,Song Sparrow,8
Whitehall East,POINT (-82.86 39.965),Spring 2021,Tufted Titmouse,16
Whitehall East,POINT (-82.86 39.965),Spring 2021,Turkey Vulture,6
Whitehall East,POINT (-82.86 39.965),Spring 2021,Warbling Vireo,4
Whitehall East,POINT (-82.86 39.965),Spring 2021,White-breasted Nuthatch,20
Whitehall East,POINT (-82.86 39.965),Spring 2021,Wood Duck,4
Whitehall East,POINT (-82.86 39.965),Spring 2021,Yellow-throated Warbler,2
Woodward Nature Preserve,POINT (-82.9837 40.07339),Spring 2021,American Crow,79
Woodward Nature Preserve,POINT (-82.9837 40.07339),Spring 2021,American Goldfinch,68
Woodward Nature Preserve,POINT (-82.9837 40.07339),Spring 2021,American Robin,196
Woodward Nature Preserve,POINT (-82.9837 40.07339),Spring 2021,Baltimore Oriole,5
Woodward Nature Preserve,POINT (-82.9837 40.07339),Spring 2021,Barn Swallow,80
Woodward Nature Preserve,POINT (-82.9837 40.07339),Spring 2021,blackbird sp.,2
Woodward Nature Preserve,POINT (-82.9837 40.07339),Spring 2021,Blue-gray Gnatcatcher,3
Woodward Nature Preserve,POINT (-82.9837 40.07339),Spring 2021,Blue Jay,114
Woodward Nature Preserve,POINT (-82.9837 40.07339),Spring 2021,Brown-headed Cowbird,45
Woodward Nature Preserve,POINT (-82.9837 40.07339),Spring 2021,Canada Goose,117
Woodward Nature Preserve,POINT (-82.9837 40.07339),Spring 2021,Carolina Chickadee,55
Woodward Nature Preserve,POINT (-82.9837 40.07339),Spring 2021,Carolina Wren,11
Woodward Nature Preserve,POINT (-82.9837 40.07339),Spring 2021,Cedar Waxwing,317
Woodward Nature Preserve,POINT (-82.9837 40.07339),Spring 2021,Chimney Swift,102
Woodward Nature Preserve,POINT (-82.9837 40.07339),Spring 2021,Chipping Sparrow,37
Woodward Nature Preserve,POINT (-82.9837 40.07339),Spring 2021,Common Grackle,99
Woodward Nature Preserve,POINT (-82.9837 40.07339),Spring 2021,Common Nighthawk,3
Woodward Nature Preserve,POINT (-82.9837 40.07339),Spring 2021,Cooper's Hawk,6
Woodward Nature Preserve,POINT (-82.9837 40.07339),Spring 2021,Double-crested Cormorant,54
Woodward Nature Preserve,POINT (-82.9837 40.07339),Spring 2021,Downy Woodpecker,24
Woodward Nature Preserve,POINT (-82.9837 40.07339),Spring 2021,Eastern Bluebird,3
Woodward Nature Preserve,POINT (-82.9837 40.07339),Spring 2021,Eastern Towhee,1
Woodward Nature Preserve,POINT (-82.9837 40.07339),Spring 2021,Eastern Wood-Pewee,10
Woodward Nature Preserve,POINT (-82.9837 40.07339),Spring 2021,European Starling,499
Woodward Nature Preserve,POINT (-82.9837 40.07339),Spring 2021,Field Sparrow,1
Woodward Nature Preserve,POINT (-82.9837 40.07339),Spring 2021,Gray Catbird,13
Woodward Nature Preserve,POINT (-82.9837 40.07339),Spring 2021,Great Crested Flycatcher,4
Woodward Nature Preserve,POINT (-82.9837 40.07339),Spring 2021,Great Egret,2
Woodward Nature Preserve,POINT (-82.9837 40.07339),Spring 2021,Hairy Woodpecker,2
Woodward Nature Preserve,POINT (-82.9837 40.07339),Spring 2021,House Finch,139
Woodward Nature Preserve,POINT (-82.9837 40.07339),Spring 2021,House Sparrow,535
Woodward Nature Preserve,POINT (-82.9837 40.07339),Spring 2021,House Wren,43
Woodward Nature Preserve,POINT (-82.9837 40.07339),Spring 2021,Killdeer,16
Woodward Nature Preserve,POINT (-82.9837 40.07339),Spring 2021,Least Flycatcher,1
Woodward Nature Preserve,POINT (-82.9837 40.07339),Spring 2021,Mallard,3
Woodward Nature Preserve,POINT (-82.9837 40.07339),Spring 2021,Mourning Dove,38
Woodward Nature Preserve,POINT (-82.9837 40.07339),Spring 2021,Northern Cardinal,169
Woodward Nature Preserve,POINT (-82.9837 40.07339),Spring 2021,Northern Mockingbird,5
Woodward Nature Preserve,POINT (-82.9837 40.07339),Spring 2021,Northern Parula,1
Woodward Nature Preserve,POINT (-82.9837 40.07339),Spring 2021,Northern Rough-winged Swallow,1
Woodward Nature Preserve,POINT (-82.9837 40.07339),Spring 2021,Red-bellied Woodpecker,13
Woodward Nature Preserve,POINT (-82.9837 40.07339),Spring 2021,Red-eyed Vireo,5
Woodward Nature Preserve,POINT (-82.9837 40.07339),Spring 2021,Red-shouldered Hawk,1
Woodward Nature Preserve,POINT (-82.9837 40.07339),Spring 2021,Red-tailed Hawk,2
Woodward Nature Preserve,POINT (-82.9837 40.07339),Spring 2021,Red-winged Blackbird,27
Woodward Nature Preserve,POINT (-82.9837 40.07339),Spring 2021,Rock Pigeon,24
Woodward Nature Preserve,POINT (-82.9837 40.07339),Spring 2021,Ruby-throated Hummingbird,13
Woodward Nature Preserve,POINT (-82.9837 40.07339),Spring 2021,Song Sparrow,122
Woodward Nature Preserve,POINT (-82.9837 40.07339),Spring 2021,Tree Swallow,20
Woodward Nature Preserve,POINT (-82.9837 40.07339),Spring 2021,Tufted Titmouse,19
Woodward Nature Preserve,POINT (-82.9837 40.07339),Spring 2021,Turkey Vulture,11
Woodward Nature Preserve,POINT (-82.9837 40.07339),Spring 2021,White-breasted Nuthatch,14
Woodward Nature Preserve,POINT (-82.9837 40.07339),Spring 2021,Wood Thrush,3
Woodward Nature Preserve,POINT (-82.9837 40.07339),Spring 2021,Yellow-throated Warbler,2
Alum Creek 2,POINT (-82.938 40.01451),Spring 2022,Acadian Flycatcher,3
Alum Creek 2,POINT (-82.938 40.01451),Spring 2022,American Crow,141
Alum Creek 2,POINT (-82.938 40.01451),Spring 2022,American Goldfinch,93
Alum Creek 2,POINT (-82.938 40.01451),Spring 2022,American Kestrel,3
Alum Creek 2,POINT (-82.938 40.01451),Spring 2022,American Redstart,15
Alum Creek 2,POINT (-82.938 40.01451),Spring 2022,American Robin,279
Alum Creek 2,POINT (-82.938 40.01451),Spring 2022,Bald Eagle,6
Alum Creek 2,POINT (-82.938 40.01451),Spring 2022,Baltimore Oriole,69
Alum Creek 2,POINT (-82.938 40.01451),Spring 2022,Barn Swallow,6
Alum Creek 2,POINT (-82.938 40.01451),Spring 2022,Bay-breasted Warbler,51
Alum Creek 2,POINT (-82.938 40.01451),Spring 2022,Belted Kingfisher,6
Alum Creek 2,POINT (-82.938 40.01451),Spring 2022,Black-and-white Warbler,24
Alum Creek 2,POINT (-82.938 40.01451),Spring 2022,Blackburnian Warbler,45
Alum Creek 2,POINT (-82.938 40.01451),Spring 2022,Black-throated Blue Warbler,6
Alum Creek 2,POINT (-82.938 40.01451),Spring 2022,Black-throated Green Warbler,39
Alum Creek 2,POINT (-82.938 40.01451),Spring 2022,Black Vulture,3
Alum Creek 2,POINT (-82.938 40.01451),Spring 2022,Blue-gray Gnatcatcher,222
Alum Creek 2,POINT (-82.938 40.01451),Spring 2022,Blue-headed Vireo,18
Alum Creek 2,POINT (-82.938 40.01451),Spring 2022,Blue Jay,162
Alum Creek 2,POINT (-82.938 40.01451),Spring 2022,Blue-winged Warbler,3
Alum Creek 2,POINT (-82.938 40.01451),Spring 2022,Brown Creeper,3
Alum Creek 2,POINT (-82.938 40.01451),Spring 2022,Brown-headed Cowbird,114
Alum Creek 2,POINT (-82.938 40.01451),Spring 2022,Brown Thrasher,12
Alum Creek 2,POINT (-82.938 40.01451),Spring 2022,Canada Goose,243
Alum Creek 2,POINT (-82.938 40.01451),Spring 2022,Cape May Warbler,3
Alum Creek 2,POINT (-82.938 40.01451),Spring 2022,Carolina Chickadee,102
Alum Creek 2,POINT (-82.938 40.01451),Spring 2022,Carolina Wren,69
Alum Creek 2,POINT (-82.938 40.01451),Spring 2022,Chestnut-sided Warbler,33
Alum Creek 2,POINT (-82.938 40.01451),Spring 2022,Chimney Swift,102
Alum Creek 2,POINT (-82.938 40.01451),Spring 2022,Chipping Sparrow,12
Alum Creek 2,POINT (-82.938 40.01451),Spring 2022,Common Grackle,6
Alum Creek 2,POINT (-82.938 40.01451),Spring 2022,Common Yellowthroat,9
Alum Creek 2,POINT (-82.938 40.01451),Spring 2022,Cooper's Hawk,3
Alum Creek 2,POINT (-82.938 40.01451),Spring 2022,Dark-eyed Junco,12
Alum Creek 2,POINT (-82.938 40.01451),Spring 2022,Double-crested Cormorant,27
Alum Creek 2,POINT (-82.938 40.01451),Spring 2022,Downy Woodpecker,126
Alum Creek 2,POINT (-82.938 40.01451),Spring 2022,Eastern Bluebird,18
Alum Creek 2,POINT (-82.938 40.01451),Spring 2022,Eastern Kingbird,24
Alum Creek 2,POINT (-82.938 40.01451),Spring 2022,Eastern Phoebe,6
Alum Creek 2,POINT (-82.938 40.01451),Spring 2022,Eastern Towhee,63
Alum Creek 2,POINT (-82.938 40.01451),Spring 2022,Eastern Wood-Pewee,3
Alum Creek 2,POINT (-82.938 40.01451),Spring 2022,European Starling,27
Alum Creek 2,POINT (-82.938 40.01451),Spring 2022,Field Sparrow,3
Alum Creek 2,POINT (-82.938 40.01451),Spring 2022,Gray Catbird,144
Alum Creek 2,POINT (-82.938 40.01451),Spring 2022,Great Blue Heron,54
Alum Creek 2,POINT (-82.938 40.01451),Spring 2022,Great Crested Flycatcher,99
Alum Creek 2,POINT (-82.938 40.01451),Spring 2022,Great Egret,3
Alum Creek 2,POINT (-82.938 40.01451),Spring 2022,Hairy Woodpecker,6
Alum Creek 2,POINT (-82.938 40.01451),Spring 2022,Hooded Warbler,3
Alum Creek 2,POINT (-82.938 40.01451),Spring 2022,House Finch,27
Alum Creek 2,POINT (-82.938 40.01451),Spring 2022,House Wren,90
Alum Creek 2,POINT (-82.938 40.01451),Spring 2022,Indigo Bunting,3
Alum Creek 2,POINT (-82.938 40.01451),Spring 2022,Kentucky Warbler,6
Alum Creek 2,POINT (-82.938 40.01451),Spring 2022,Least Flycatcher,3
Alum Creek 2,POINT (-82.938 40.01451),Spring 2022,Lincoln's Sparrow,3
Alum Creek 2,POINT (-82.938 40.01451),Spring 2022,Magnolia Warbler,39
Alum Creek 2,POINT (-82.938 40.01451),Spring 2022,Mallard,114
Alum Creek 2,POINT (-82.938 40.01451),Spring 2022,Mourning Dove,15
Alum Creek 2,POINT (-82.938 40.01451),Spring 2022,Nashville Warbler,36
Alum Creek 2,POINT (-82.938 40.01451),Spring 2022,new world warbler sp.,9
Alum Creek 2,POINT (-82.938 40.01451),Spring 2022,Northern Cardinal,384
Alum Creek 2,POINT (-82.938 40.01451),Spring 2022,Northern Flicker,15
Alum Creek 2,POINT (-82.938 40.01451),Spring 2022,Northern Mockingbird,3
Alum Creek 2,POINT (-82.938 40.01451),Spring 2022,Northern Parula,15
Alum Creek 2,POINT (-82.938 40.01451),Spring 2022,Northern Rough-winged Swallow,30
Alum Creek 2,POINT (-82.938 40.01451),Spring 2022,Ovenbird,15
Alum Creek 2,POINT (-82.938 40.01451),Spring 2022,Palm Warbler,15
Alum Creek 2,POINT (-82.938 40.01451),Spring 2022,Pileated Woodpecker,21
Alum Creek 2,POINT (-82.938 40.01451),Spring 2022,Pine Siskin,3
Alum Creek 2,POINT (-82.938 40.01451),Spring 2022,Red-bellied Woodpecker,99
Alum Creek 2,POINT (-82.938 40.01451),Spring 2022,Red-eyed Vireo,57
Alum Creek 2,POINT (-82.938 40.01451),Spring 2022,Red-headed Woodpecker,6
Alum Creek 2,POINT (-82.938 40.01451),Spring 2022,Red-shouldered Hawk,21
Alum Creek 2,POINT (-82.938 40.01451),Spring 2022,Red-tailed Hawk,36
Alum Creek 2,POINT (-82.938 40.01451),Spring 2022,Red-winged Blackbird,27
Alum Creek 2,POINT (-82.938 40.01451),Spring 2022,Rose-breasted Grosbeak,78
Alum Creek 2,POINT (-82.938 40.01451),Spring 2022,Ruby-crowned Kinglet,81
Alum Creek 2,POINT (-82.938 40.01451),Spring 2022,Ruby-throated Hummingbird,24
Alum Creek 2,POINT (-82.938 40.01451),Spring 2022,Scarlet Tanager,18
Alum Creek 2,POINT (-82.938 40.01451),Spring 2022,Song Sparrow,51
Alum Creek 2,POINT (-82.938 40.01451),Spring 2022,Spotted Sandpiper,3
Alum Creek 2,POINT (-82.938 40.01451),Spring 2022,Summer Tanager,6
Alum Creek 2,POINT (-82.938 40.01451),Spring 2022,Swainson's Thrush,21
Alum Creek 2,POINT (-82.938 40.01451),Spring 2022,Tennessee Warbler,15
Alum Creek 2,POINT (-82.938 40.01451),Spring 2022,Tufted Titmouse,96
Alum Creek 2,POINT (-82.938 40.01451),Spring 2022,Turkey Vulture,165
Alum Creek 2,POINT (-82.938 40.01451),Spring 2022,Veery,6
Alum Creek 2,POINT (-82.938 40.01451),Spring 2022,Warbling Vireo,45
Alum Creek 2,POINT (-82.938 40.01451),Spring 2022,White-breasted Nuthatch,111
Alum Creek 2,POINT (-82.938 40.01451),Spring 2022,White-eyed Vireo,6
Alum Creek 2,POINT (-82.938 40.01451),Spring 2022,White-throated Sparrow,123
Alum Creek 2,POINT (-82.938 40.01451),Spring 2022,Wild Turkey,15
Alum Creek 2,POINT (-82.938 40.01451),Spring 2022,Willow Flycatcher,3
Alum Creek 2,POINT (-82.938 40.01451),Spring 2022,Winter Wren,6
Alum Creek 2,POINT (-82.938 40.01451),Spring 2022,Wood Duck,36
Alum Creek 2,POINT (-82.938 40.01451),Spring 2022,Wood Thrush,96
Alum Creek 2,POINT (-82.938 40.01451),Spring 2022,Yellow-bellied Sapsucker,3
Alum Creek 2,POINT (-82.938 40.01451),Spring 2022,Yellow-billed Cuckoo,3
Alum Creek 2,POINT (-82.938 40.01451),Spring 2022,Yellow-rumped Warbler,339
Alum Creek 2,POINT (-82.938 40.01451),Spring 2022,Yellow-throated Warbler,54
Alum Creek 2,POINT (-82.938 40.01451),Spring 2022,Yellow Warbler,27
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,Acadian Flycatcher,228
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,Accipiter sp.,6
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,American Black Duck,18
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,American Crow,4572
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,American Goldfinch,9384
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,American Kestrel,18
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,American Redstart,1326
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,American Robin,40212
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,American Tree Sparrow,102
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,American White Pelican,12
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,American Woodcock,6
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,Bald Eagle,84
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,Baltimore Oriole,918
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,Bank Swallow,36
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,Barn Swallow,1080
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,Barred Owl,210
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,Bay-breasted Warbler,636
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,Belted Kingfisher,246
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,Black-and-white Warbler,1974
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,Blackburnian Warbler,1074
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,Blackpoll Warbler,78
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,Black-throated Blue Warbler,894
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,Black-throated Green Warbler,2886
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,Black Vulture,156
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,Blue-gray Gnatcatcher,9090
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,Blue-headed Vireo,1500
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,Blue Jay,7038
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,Blue-winged Teal,36
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,Blue-winged Warbler,324
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,Brewster's Warbler (hybrid),6
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,Broad-winged Hawk,192
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,Brown Creeper,564
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,Brown-headed Cowbird,9714
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,Brown Thrasher,870
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,Buteo sp.,60
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,Cackling/Canada Goose,12
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,Cackling Goose,324
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,Canada Goose,27180
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,Canada Warbler,162
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,Cape May Warbler,234
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,Carolina Chickadee,11310
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,Carolina Wren,1950
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,Catharus sp.,6
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,Cedar Waxwing,138
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,Cerulean Warbler,12
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,Chestnut-sided Warbler,900
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,Chimney Swift,3666
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,Chipping Sparrow,5934
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,Cliff Swallow,12
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,Common Grackle,7818
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,Common Loon,12
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,Common Nighthawk,48
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,Common Yellowthroat,564
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,Cooper's Hawk,1614
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,Dark-eyed Junco,8970
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,Double-crested Cormorant,3030
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,Downy/Hairy Woodpecker,12
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,Downy Woodpecker,4650
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,duck sp.,120
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,Eastern Bluebird,462
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,Eastern Kingbird,72
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,Eastern Phoebe,1782
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,Eastern Towhee,1434
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,Eastern Wood-Pewee,588
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,Empidonax sp.,54
