"site_name","location","season","common_name","total_observed"
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,European Starling,15468
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,Field Sparrow,498
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,finch sp.,6
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,Fox Sparrow,996
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,Golden-crowned Kinglet,2892
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,Golden-winged/Blue-winged Warbler,12
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,Golden-winged Warbler,66
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,Gray Catbird,3624
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,Gray-cheeked Thrush,60
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,Great Blue Heron,1530
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,Great Crested Flycatcher,480
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,Great Egret,930
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,Green Heron,42
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,gull sp.,36
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,Hairy Woodpecker,618
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,Hermit Thrush,594
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,Hooded Warbler,756
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,House Finch,8064
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,House/Purple Finch,6
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,House Sparrow,26190
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,House Wren,2616
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,Indigo Bunting,810
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,Kentucky Warbler,138
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,Killdeer,696
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,Larus sp.,24
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,Least Flycatcher,486
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,Lesser Yellowlegs,6
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,Lincoln's Sparrow,90
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,loon sp.,6
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,Louisiana/Northern Waterthrush,72
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,Louisiana Waterthrush,60
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,Magnolia Warbler,2376
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,Mallard,13086
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,Merlin,54
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,Mourning Dove,9402
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,Mourning Warbler,150
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,Muscovy Duck,36
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,Muscovy Duck x Mallard (hybrid),6
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,Nashville Warbler,1926
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,new world flycatcher sp.,42
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,new world sparrow sp.,66
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,new world warbler sp.,366
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,Northern Cardinal,24636
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,Northern Flicker,1794
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,Northern Mockingbird,36
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,Northern Parula,1212
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,Northern Rough-winged Swallow,2784
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,Northern Waterthrush,258
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,Orange-crowned Warbler,84
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,Orchard Oriole,114
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,Osprey,60
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,Ovenbird,1332
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,Palm Warbler,1506
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,passerine sp.,144
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,Peregrine Falcon,504
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,Philadelphia Vireo,66
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,Pied-billed Grebe,54
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,Pileated Woodpecker,36
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,Pine Warbler,198
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,Prairie Warbler,138
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,Purple Martin,24
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,Red-bellied Woodpecker,3264
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,Red-breasted Merganser,36
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,Red-breasted Nuthatch,162
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,Red-eyed Vireo,1122
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,Red-headed Woodpecker,48
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,Red-shouldered Hawk,360
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,Red-tailed Hawk,1404
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,Red-winged Blackbird,19872
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,Ring-billed Gull,126
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,Rock Pigeon,7452
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,Rose-breasted Grosbeak,1446
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,Ruby-crowned Kinglet,8472
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,Ruby-throated Hummingbird,612
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,Ruddy Duck,6
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,Rusty Blackbird,66
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,Savannah Sparrow,66
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,Scarlet Tanager,1098
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,Sharp-shinned/Cooper's Hawk,6
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,Sharp-shinned Hawk,24
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,Solitary Sandpiper,66
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,Song Sparrow,9324
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,Sora,6
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,Spotted Sandpiper,96
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,Summer Tanager,96
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,Swainson's Thrush,2220
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,swallow sp.,48
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,Swamp Sparrow,924
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,Tennessee Warbler,528
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,Tree Swallow,2514
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,Trumpeter Swan,12
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,Tufted Titmouse,3276
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,Turkey Vulture,3918
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,Veery,240
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,vireo sp.,24
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,Virginia Rail,60
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,Warbling Vireo,1230
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,White-breasted Nuthatch,2532
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,White-crowned Sparrow,366
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,White-eyed Vireo,372
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,White-throated Sparrow,15822
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,Willow Flycatcher,24
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,Wilson's Snipe,6
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,Wilson's Warbler,216
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,Winter Wren,264
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,Wood Duck,2874
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,Wood Thrush,1800
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,Worm-eating Warbler,12
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,Yellow-bellied Sapsucker,864
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,Yellow-breasted Chat,12
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,Yellow-rumped Warbler,9564
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,Yellow-throated Vireo,150
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,Yellow-throated Warbler,1386
Glen Echo,POINT (-82.9994 40.01931),Spring 2022,Yellow Warbler,2172
OSU Sewer,POINT (-83.0466 39.89),Spring 2022,American Robin,2
OSU Sewer,POINT (-83.0466 39.89),Spring 2022,Barn Swallow,2
OSU Sewer,POINT (-83.0466 39.89),Spring 2022,Blue Jay,6
OSU Sewer,POINT (-83.0466 39.89),Spring 2022,Carolina Chickadee,3
OSU Sewer,POINT (-83.0466 39.89),Spring 2022,Common Grackle,2
OSU Sewer,POINT (-83.0466 39.89),Spring 2022,Cooper's Hawk,4
OSU Sewer,POINT (-83.0466 39.89),Spring 2022,Downy Woodpecker,3
OSU Sewer,POINT (-83.0466 39.89),Spring 2022,Eastern Towhee,1
OSU Sewer,POINT (-83.0466 39.89),Spring 2022,Fox Sparrow,1
OSU Sewer,POINT (-83.0466 39.89),Spring 2022,Great Blue Heron,1
OSU Sewer,POINT (-83.0466 39.89),Spring 2022,Northern Cardinal,8
OSU Sewer,POINT (-83.0466 39.89),Spring 2022,Osprey,1
OSU Sewer,POINT (-83.0466 39.89),Spring 2022,Swainson's Thrush,1
Overbrook,POINT (-83.0165 40.0463),Spring 2022,American Black Duck,3
Overbrook,POINT (-83.0165 40.0463),Spring 2022,American Crow,409
Overbrook,POINT (-83.0165 40.0463),Spring 2022,American Goldfinch,512
Overbrook,POINT (-83.0165 40.0463),Spring 2022,American Kestrel,3
Overbrook,POINT (-83.0165 40.0463),Spring 2022,American Redstart,12
Overbrook,POINT (-83.0165 40.0463),Spring 2022,American Robin,1947
Overbrook,POINT (-83.0165 40.0463),Spring 2022,American Tree Sparrow,7
Overbrook,POINT (-83.0165 40.0463),Spring 2022,Bald Eagle,4
Overbrook,POINT (-83.0165 40.0463),Spring 2022,Baltimore Oriole,87
Overbrook,POINT (-83.0165 40.0463),Spring 2022,Bank Swallow,2
Overbrook,POINT (-83.0165 40.0463),Spring 2022,Barn Swallow,38
Overbrook,POINT (-83.0165 40.0463),Spring 2022,Barred Owl,61
Overbrook,POINT (-83.0165 40.0463),Spring 2022,Bay-breasted Warbler,18
Overbrook,POINT (-83.0165 40.0463),Spring 2022,Belted Kingfisher,35
Overbrook,POINT (-83.0165 40.0463),Spring 2022,Black-and-white Warbler,27
Overbrook,POINT (-83.0165 40.0463),Spring 2022,Blackburnian Warbler,26
Overbrook,POINT (-83.0165 40.0463),Spring 2022,Blackpoll Warbler,3
Overbrook,POINT (-83.0165 40.0463),Spring 2022,Black-throated Blue Warbler,26
Overbrook,POINT (-83.0165 40.0463),Spring 2022,Black-throated Green Warbler,67
Overbrook,POINT (-83.0165 40.0463),Spring 2022,Black Vulture,18
Overbrook,POINT (-83.0165 40.0463),Spring 2022,Blue-gray Gnatcatcher,320
Overbrook,POINT (-83.0165 40.0463),Spring 2022,Blue-headed Vireo,26
Overbrook,POINT (-83.0165 40.0463),Spring 2022,Blue Jay,491
Overbrook,POINT (-83.0165 40.0463),Spring 2022,Blue-winged Teal,6
Overbrook,POINT (-83.0165 40.0463),Spring 2022,Blue-winged Warbler,17
Overbrook,POINT (-83.0165 40.0463),Spring 2022,Broad-winged Hawk,1
Overbrook,POINT (-83.0165 40.0463),Spring 2022,Brown Creeper,19
Overbrook,POINT (-83.0165 40.0463),Spring 2022,Brown-headed Cowbird,647
Overbrook,POINT (-83.0165 40.0463),Spring 2022,Brown Thrasher,10
Overbrook,POINT (-83.0165 40.0463),Spring 2022,Buteo sp.,5
Overbrook,POINT (-83.0165 40.0463),Spring 2022,Cackling/Canada Goose,1
Overbrook,POINT (-83.0165 40.0463),Spring 2022,Canada Goose,1540
Overbrook,POINT (-83.0165 40.0463),Spring 2022,Cape May Warbler,8
Overbrook,POINT (-83.0165 40.0463),Spring 2022,Carolina Chickadee,814
Overbrook,POINT (-83.0165 40.0463),Spring 2022,Carolina Wren,137
Overbrook,POINT (-83.0165 40.0463),Spring 2022,Catharus sp.,1
Overbrook,POINT (-83.0165 40.0463),Spring 2022,Cedar Waxwing,1
Overbrook,POINT (-83.0165 40.0463),Spring 2022,Cerulean Warbler,2
Overbrook,POINT (-83.0165 40.0463),Spring 2022,Chestnut-sided Warbler,24
Overbrook,POINT (-83.0165 40.0463),Spring 2022,Chimney Swift,493
Overbrook,POINT (-83.0165 40.0463),Spring 2022,Chipping Sparrow,174
Overbrook,POINT (-83.0165 40.0463),Spring 2022,Cliff Swallow,3
Overbrook,POINT (-83.0165 40.0463),Spring 2022,Common Grackle,412
Overbrook,POINT (-83.0165 40.0463),Spring 2022,Common Nighthawk,1
Overbrook,POINT (-83.0165 40.0463),Spring 2022,Common Yellowthroat,17
Overbrook,POINT (-83.0165 40.0463),Spring 2022,Cooper's Hawk,76
Overbrook,POINT (-83.0165 40.0463),Spring 2022,Dark-eyed Junco,47
Overbrook,POINT (-83.0165 40.0463),Spring 2022,Double-crested Cormorant,70
Overbrook,POINT (-83.0165 40.0463),Spring 2022,Downy/Hairy Woodpecker,5
Overbrook,POINT (-83.0165 40.0463),Spring 2022,Downy Woodpecker,343
Overbrook,POINT (-83.0165 40.0463),Spring 2022,duck sp.,8
Overbrook,POINT (-83.0165 40.0463),Spring 2022,Eastern Bluebird,46
Overbrook,POINT (-83.0165 40.0463),Spring 2022,Eastern Kingbird,3
Overbrook,POINT (-83.0165 40.0463),Spring 2022,Eastern Meadowlark,6
Overbrook,POINT (-83.0165 40.0463),Spring 2022,Eastern Phoebe,36
Overbrook,POINT (-83.0165 40.0463),Spring 2022,Eastern Towhee,31
Overbrook,POINT (-83.0165 40.0463),Spring 2022,Eastern Wood-Pewee,7
Overbrook,POINT (-83.0165 40.0463),Spring 2022,Empidonax sp.,2
Overbrook,POINT (-83.0165 40.0463),Spring 2022,European Starling,1067
Overbrook,POINT (-83.0165 40.0463),Spring 2022,falcon sp.,2
Overbrook,POINT (-83.0165 40.0463),Spring 2022,Field Sparrow,17
Overbrook,POINT (-83.0165 40.0463),Spring 2022,finch sp.,1
Overbrook,POINT (-83.0165 40.0463),Spring 2022,Fox Sparrow,5
Overbrook,POINT (-83.0165 40.0463),Spring 2022,Golden-crowned Kinglet,103
Overbrook,POINT (-83.0165 40.0463),Spring 2022,Gray Catbird,128
Overbrook,POINT (-83.0165 40.0463),Spring 2022,Great Blue Heron,81
Overbrook,POINT (-83.0165 40.0463),Spring 2022,Great Crested Flycatcher,34
Overbrook,POINT (-83.0165 40.0463),Spring 2022,Great Egret,51
Overbrook,POINT (-83.0165 40.0463),Spring 2022,Green Heron,4
Overbrook,POINT (-83.0165 40.0463),Spring 2022,Hairy Woodpecker,50
Overbrook,POINT (-83.0165 40.0463),Spring 2022,Hermit Thrush,16
Overbrook,POINT (-83.0165 40.0463),Spring 2022,Hooded Warbler,2
Overbrook,POINT (-83.0165 40.0463),Spring 2022,House Finch,437
Overbrook,POINT (-83.0165 40.0463),Spring 2022,House Sparrow,862
Overbrook,POINT (-83.0165 40.0463),Spring 2022,House Wren,115
Overbrook,POINT (-83.0165 40.0463),Spring 2022,Indigo Bunting,8
Overbrook,POINT (-83.0165 40.0463),Spring 2022,Killdeer,24
Overbrook,POINT (-83.0165 40.0463),Spring 2022,Larus sp.,4
Overbrook,POINT (-83.0165 40.0463),Spring 2022,Least Flycatcher,6
Overbrook,POINT (-83.0165 40.0463),Spring 2022,Lincoln's Sparrow,1
Overbrook,POINT (-83.0165 40.0463),Spring 2022,Louisiana/Northern Waterthrush,1
Overbrook,POINT (-83.0165 40.0463),Spring 2022,Louisiana Waterthrush,1
Overbrook,POINT (-83.0165 40.0463),Spring 2022,Magnolia Warbler,26
Overbrook,POINT (-83.0165 40.0463),Spring 2022,Mallard,874
Overbrook,POINT (-83.0165 40.0463),Spring 2022,Mallard x American Black Duck (hybrid),2
Overbrook,POINT (-83.0165 40.0463),Spring 2022,Merlin,7
Overbrook,POINT (-83.0165 40.0463),Spring 2022,Mourning Dove,357
Overbrook,POINT (-83.0165 40.0463),Spring 2022,Nashville Warbler,62
Overbrook,POINT (-83.0165 40.0463),Spring 2022,new world flycatcher sp.,2
Overbrook,POINT (-83.0165 40.0463),Spring 2022,new world warbler sp.,6
Overbrook,POINT (-83.0165 40.0463),Spring 2022,Northern Cardinal,1566
Overbrook,POINT (-83.0165 40.0463),Spring 2022,Northern Flicker,125
Overbrook,POINT (-83.0165 40.0463),Spring 2022,Northern Mockingbird,6
Overbrook,POINT (-83.0165 40.0463),Spring 2022,Northern Parula,54
Overbrook,POINT (-83.0165 40.0463),Spring 2022,Northern Rough-winged Swallow,86
Overbrook,POINT (-83.0165 40.0463),Spring 2022,Northern Waterthrush,10
Overbrook,POINT (-83.0165 40.0463),Spring 2022,Orchard Oriole,10
Overbrook,POINT (-83.0165 40.0463),Spring 2022,Ovenbird,11
Overbrook,POINT (-83.0165 40.0463),Spring 2022,Palm Warbler,86
Overbrook,POINT (-83.0165 40.0463),Spring 2022,passerine sp.,1
Overbrook,POINT (-83.0165 40.0463),Spring 2022,Peregrine Falcon,10
Overbrook,POINT (-83.0165 40.0463),Spring 2022,Philadelphia Vireo,1
Overbrook,POINT (-83.0165 40.0463),Spring 2022,Pileated Woodpecker,4
Overbrook,POINT (-83.0165 40.0463),Spring 2022,Pine Siskin,2
Overbrook,POINT (-83.0165 40.0463),Spring 2022,Pine Warbler,2
Overbrook,POINT (-83.0165 40.0463),Spring 2022,Prairie Warbler,3
Overbrook,POINT (-83.0165 40.0463),Spring 2022,Red-bellied Woodpecker,197
Overbrook,POINT (-83.0165 40.0463),Spring 2022,Red-breasted Nuthatch,3
Overbrook,POINT (-83.0165 40.0463),Spring 2022,Red-eyed Vireo,34
Overbrook,POINT (-83.0165 40.0463),Spring 2022,Red-headed Woodpecker,2
Overbrook,POINT (-83.0165 40.0463),Spring 2022,Red-shouldered Hawk,56
Overbrook,POINT (-83.0165 40.0463),Spring 2022,Red-tailed Hawk,46
Overbrook,POINT (-83.0165 40.0463),Spring 2022,Red-winged Blackbird,2604
Overbrook,POINT (-83.0165 40.0463),Spring 2022,Ring-billed Gull,8
Overbrook,POINT (-83.0165 40.0463),Spring 2022,Rock Pigeon,61
Overbrook,POINT (-83.0165 40.0463),Spring 2022,Rose-breasted Grosbeak,46
Overbrook,POINT (-83.0165 40.0463),Spring 2022,Ruby-crowned Kinglet,216
Overbrook,POINT (-83.0165 40.0463),Spring 2022,Ruby-throated Hummingbird,14
Overbrook,POINT (-83.0165 40.0463),Spring 2022,Rusty Blackbird,5
Overbrook,POINT (-83.0165 40.0463),Spring 2022,Savannah Sparrow,4
Overbrook,POINT (-83.0165 40.0463),Spring 2022,Scarlet Tanager,13
Overbrook,POINT (-83.0165 40.0463),Spring 2022,Sharp-shinned/Cooper's Hawk,1
Overbrook,POINT (-83.0165 40.0463),Spring 2022,Solitary Sandpiper,2
Overbrook,POINT (-83.0165 40.0463),Spring 2022,Song Sparrow,634
Overbrook,POINT (-83.0165 40.0463),Spring 2022,Sora,1
Overbrook,POINT (-83.0165 40.0463),Spring 2022,Spotted Sandpiper,5
Overbrook,POINT (-83.0165 40.0463),Spring 2022,Summer Tanager,1
Overbrook,POINT (-83.0165 40.0463),Spring 2022,Swainson's Thrush,28
Overbrook,POINT (-83.0165 40.0463),Spring 2022,Swamp Sparrow,25
Overbrook,POINT (-83.0165 40.0463),Spring 2022,Tennessee Warbler,30
Overbrook,POINT (-83.0165 40.0463),Spring 2022,Tree Swallow,199
Overbrook,POINT (-83.0165 40.0463),Spring 2022,Trumpeter Swan,2
Overbrook,POINT (-83.0165 40.0463),Spring 2022,Tufted Titmouse,212
Overbrook,POINT (-83.0165 40.0463),Spring 2022,Turkey Vulture,200
Overbrook,POINT (-83.0165 40.0463),Spring 2022,Veery,7
Overbrook,POINT (-83.0165 40.0463),Spring 2022,Vesper Sparrow,3
Overbrook,POINT (-83.0165 40.0463),Spring 2022,Virginia Rail,10
Overbrook,POINT (-83.0165 40.0463),Spring 2022,Warbling Vireo,96
Overbrook,POINT (-83.0165 40.0463),Spring 2022,White-breasted Nuthatch,205
Overbrook,POINT (-83.0165 40.0463),Spring 2022,White-crowned Sparrow,31
Overbrook,POINT (-83.0165 40.0463),Spring 2022,White-eyed Vireo,2
Overbrook,POINT (-83.0165 40.0463),Spring 2022,White-throated Sparrow,747
Overbrook,POINT (-83.0165 40.0463),Spring 2022,Willow Flycatcher,2
Overbrook,POINT (-83.0165 40.0463),Spring 2022,Wilson's Warbler,3
Overbrook,POINT (-83.0165 40.0463),Spring 2022,Winter Wren,8
Overbrook,POINT (-83.0165 40.0463),Spring 2022,Wood Duck,248
Overbrook,POINT (-83.0165 40.0463),Spring 2022,Wood Thrush,16
Overbrook,POINT (-83.0165 40.0463),Spring 2022,Yellow-bellied Sapsucker,7
Overbrook,POINT (-83.0165 40.0463),Spring 2022,Yellow-rumped Warbler,352
Overbrook,POINT (-83.0165 40.0463),Spring 2022,Yellow-throated Warbler,47
Overbrook,POINT (-83.0165 40.0463),Spring 2022,Yellow Warbler,101
Smith Park,POINT (-83.0466 40.02416),Spring 2022,Acadian Flycatcher,3
Smith Park,POINT (-83.0466 40.02416),Spring 2022,American Black Duck,9
Smith Park,POINT (-83.0466 40.02416),Spring 2022,American Crow,2304
Smith Park,POINT (-83.0466 40.02416),Spring 2022,American Goldfinch,2334
Smith Park,POINT (-83.0466 40.02416),Spring 2022,American Kestrel,12
Smith Park,POINT (-83.0466 40.02416),Spring 2022,American Redstart,72
Smith Park,POINT (-83.0466 40.02416),Spring 2022,American Robin,13008
Smith Park,POINT (-83.0466 40.02416),Spring 2022,American Tree Sparrow,33
Smith Park,POINT (-83.0466 40.02416),Spring 2022,American Woodcock,15
Smith Park,POINT (-83.0466 40.02416),Spring 2022,Bald Eagle,24
Smith Park,POINT (-83.0466 40.02416),Spring 2022,Baltimore Oriole,402
Smith Park,POINT (-83.0466 40.02416),Spring 2022,Bank Swallow,18
Smith Park,POINT (-83.0466 40.02416),Spring 2022,Barn Swallow,654
Smith Park,POINT (-83.0466 40.02416),Spring 2022,Barred Owl,102
Smith Park,POINT (-83.0466 40.02416),Spring 2022,Bay-breasted Warbler,18
Smith Park,POINT (-83.0466 40.02416),Spring 2022,Belted Kingfisher,135
Smith Park,POINT (-83.0466 40.02416),Spring 2022,Black-and-white Warbler,147
Smith Park,POINT (-83.0466 40.02416),Spring 2022,Blackburnian Warbler,63
Smith Park,POINT (-83.0466 40.02416),Spring 2022,Blackpoll Warbler,15
Smith Park,POINT (-83.0466 40.02416),Spring 2022,Black-throated Blue Warbler,36
Smith Park,POINT (-83.0466 40.02416),Spring 2022,Black-throated Green Warbler,141
Smith Park,POINT (-83.0466 40.02416),Spring 2022,Black Vulture,90
Smith Park,POINT (-83.0466 40.02416),Spring 2022,Blue-gray Gnatcatcher,2163
Smith Park,POINT (-83.0466 40.02416),Spring 2022,Blue-headed Vireo,93
Smith Park,POINT (-83.0466 40.02416),Spring 2022,Blue Jay,2130
Smith Park,POINT (-83.0466 40.02416),Spring 2022,Blue-winged Teal,165
Smith Park,POINT (-83.0466 40.02416),Spring 2022,Blue-winged Warbler,84
